ID,Reference,refyear,OriginalTitle,FrenchTitle,EnglishTitle,CommitteDecisionDate,kind,Genre,support,SecretariatDecision,firstfilm,secondfilm,budget,reason,Director,key,AnnouncedAmount,CoproducerId,country1,countryname1_english,percentage_participation,contributor_rank,majmin,lumieres_id,lumieres_title,lumieres_matching_title,lumieres_directors,lumieres_prod_year,lumieres_relevance,lumieres_admissions,imdb_id,imdb_ratings,imdb_nbvotes
8557,20-094-F,2020,The Sacred Spirit (Espíritu Sagrado),Esprit Sacré,The Sacred Spirit,2020-07-03,Fiction,Drama,Supported,Eligible,1,0,1370000.0,,['Chema Garcia Ibarra'],8557,"[231109.0, 976838.0, 179924.0]","[25787, 47090, 47468]","['FR ', 'ES ', 'TR ']","['France', 'Spain', 'Türkiye']","[0.16869, 0.71302, 0.13133]","[5, 1, 6]","['Minority', 'Majority', 'Minority']",93726,Espíritu sagrado,Espíritu sagrado,Chema García Ibarra,2021,0.95,7071,tt13841874,6.5,1134
8558,20-095-F,2020,Mascotte,,Mascot,2020-07-03,Fiction,Drama,Rejected,Eligible,0,1,2064075.0,,['Remy van Heugten'],8558,"[412800.0, 1651275.0]","[24296, 42002]","['BE ', 'NL ']","['Belgium', 'Netherlands']","[0.19999, 0.80001]","[2, 1]","['Minority', 'Majority']",365780,Mascotte,Mascot,Remy van Heugten,2023,1.0,1103,tt6039708,6.6,89
8559,20-096-F,2020,Alma Viva (ex Bruxa),Sorcière,Alma Viva (ex Bruxa),2020-07-03,Fiction,Drama,Supported,Eligible,1,0,1411288.0,,['Cristèle Alves Meira'],8559,"[195800.0, 761249.0, 827648.0]","[103, 17253, 46857]","['BE ', 'PT ', 'FR ']","['Belgium', 'Portugal', 'France']","[0.13874, 0.5394, 0.58645]","[10, 4, 1]","['Minority', 'Minority', 'Majority']",334947,Alma Viva,Alma Viva,Cristèle Alves Meira,2022,1.0,50167,tt14981626,6.7,493
8560,20-097-F,2020,MNK Boy,MNK Boy,MNK Boy,2020-07-03,Fiction,Children/Family,Rejected,Eligible,1,0,2227276.0,,['Mete Gümürhan'],8560,"[1398173.0, 522763.0, 306340.0]","[14843, 33004, 40175]","['NL ', 'TR ', 'DE ']","['Netherlands', 'Türkiye', 'Germany']","[0.62775, 0.23471, 0.13754]","[1, 2, 3]","['Majority', 'Minority', 'Minority']",452501,Beraber,Beraber,Mete Gümürhan,2023,1.0,1555,tt27997070,6.2,55
8561,20-098-F,2020,A E I O U - The Fast Alphabet of Love - (A E I O U - Das schnelle Alphabet der Liebe),A E I O U - Alphabet rapide de l'amour,A E I O U - The Fast Alphabet of Love,2020-07-03,Fiction,Drama,Rejected,Eligible,0,0,3150000.0,,['Nicolette Krebitz'],8561,"[2499139.0, 650861.0]","[23467, 31995]","['DE ', 'FR ']","['Germany', 'France']","[0.79338, 0.20662]","[1, 2]","['Majority', 'Minority']",330088,A E I O U - Das schnelle Alphabet der Liebe,A E I O U: A Quick Alphabet of Love,Nicolette Krebitz,2022,0.95,26054,tt17154094,5.5,432
8562,20-099-F,2020,A Girl's Room,A Girl's Room,A Girl's Room,2020-07-03,Fiction,Thriller,Rejected,Eligible,1,0,2247684.0,,['Aino Suni'],8562,"[1051552.0, 524709.0, 671423.0]","[47063, 47079, 47080]","['FR ', 'FI ', 'DE ']","['France', 'Finland', 'Germany']","[0.46784, 0.23344, 0.29872]","[1, 3, 2]","['Majority', 'Minority', 'Minority']",336889,Heartbeast,Heartbeast,Aino Suni,2022,1.0,6989,tt15740768,6.1,256
8563,20-100-F,2020,Les Foudroyés (Los Impactados),Les Foudroyés,Los Impactados,2020-07-03,Fiction,Thriller,Rejected,Eligible,0,0,1240000.0,,['Lucía Puenzo'],8563,"[186000.0, 214505.0, 591495.0, 248000.0]","[280, 42915, 45943, 47139]","['FR ', 'IT ', 'AR ', 'CL ']","['France', 'Italy', 'Argentina', 'Chile']","[0.15, 0.17299, 0.47701, 0.2]","[4, 3, 1, 2]","['Minority', 'Minority', 'Majority', 'Minority']",356298,Tell It Like a Woman,Tell It Like a Woman,"Silvia Carobbio, Catherine Hardwicke, Taraji P. Henson, Mipo Oh, Lucía Puenzo, Maria Sole Tognazzi, Leena Yadav",2022,1.0,2712,tt5850650,3.7,827
8564,20-101-F,2020,White Plastic Sky (Muanyag égbolt),Ciel de plastique blanc,White Plastic Sky,2020-07-03,Animation,Drama,Supported,Eligible,1,0,2353981.0,,"['Sarolta Szabó', 'Tibor Bánóczki']",8564,"[980546.0, 1473198.0]","[29383, 45233]","['SK ', 'HU ']","['Slovakia', 'Hungary']","[0.41655, 0.62583]","[3, 1]","['Minority', 'Majority']",455618,Müanyag égbolt,White Plastic Sky,"Tibor Bánóczki, Sarolta Szabó",2023,1.0,15108,tt8096846,6.7,1111
8565,20-102-F,2020,The Good Driver,Le bon chauffeur,The Good Driver,2020-07-03,Fiction,Drama,Supported,Eligible,0,0,1200862.0,,['Tonislav Hristov'],8565,"[634378.0, 148608.0, 245966.0]","[16179, 29725, 47293]","['FI ', 'SE ', 'BG ']","['Finland', 'Sweden', 'Bulgaria']","[0.52827, 0.12375, 0.20482]","[3, 7, 6]","['Minority', 'Minority', 'Minority']",366801,The Good Driver,The Good Driver,Tonislav Hristov,2022,1.0,7538,tt23032878,5.9,120
8566,20-103-C,2020,Dreaming Walls,,Dreaming Walls,2020-07-03,Documentary,Drama,Supported,Eligible,0,0,781992.0,,"['Maya Duverdier', 'Amélie Van Elmbt']",8566,"[479623.0, 100053.0, 265576.0, 95000.0]","[31402, 34772, 47324, 47325]","['BE ', 'SE ', 'FR ', 'NL ']","['Belgium', 'Sweden', 'France', 'Netherlands']","[0.61333, 0.12795, 0.33961, 0.12148]","[1, 7, 4, 8]","['Majority', 'Minority', 'Minority', 'Minority']",288104,Dreaming Walls,Dreaming Walls,"Maya Duverdier, Amélie van Elmbt",2022,1.0,9411,tt14679114,6.1,392
8567,20-104-F,2020,Let the River Flow (La elva leve),Laissez vivre la rivière,Let the River Flow,2020-07-03,Fiction,Drama,Rejected,Eligible,0,0,3629677.0,,['Ole Giæver'],8567,"[765330.0, 2864347.0]","[26939, 28651]","['SE ', 'NO ']","['Sweden', 'Norway']","[0.21085, 0.78915]","[2, 1]","['Minority', 'Majority']",367018,Ellos eatnu - La elva leve,Ellos eatnu - Let the River Flow,Ole Giæver,2023,0.95,105930,tt23638090,7.4,675
8568,20-105-F,2020,Les Intranquilles,Les Intranquilles,The Restless,2020-07-03,Fiction,Drama,Supported,Eligible,0,0,4310480.0,,['Joachim Lafosse'],8568,"[855240.0, 1439989.0, 1963820.0]","[176, 297, 46305]","['FR ', 'LU ', 'BE ']","['France', 'Luxembourg', 'Belgium']","[0.19841, 0.33407, 0.45559]","[8, 5, 2]","['Minority', 'Minority', 'Minority']",93290,Les intranquilles,Les intranquilles,Joachim Lafosse,2021,1.0,191848,tt11611486,6.6,1254
8569,20-106-F,2020,The Time for Love,Le Temps d'aimer,The Time for Love,2020-07-03,Fiction,Drama,Rejected,Eligible,0,0,8460388.0,,['Katell Quillévéré'],8569,"[1032432.0, 7427956.0]","[24313, 42692]","['BE ', 'FR ']","['Belgium', 'France']","[0.12203, 0.87797]","[2, 1]","['Minority', 'Majority']",441493,Le temps d'aimer,Le temps d'aimer,Katell Quillévéré,2023,1.0,244547,tt16969006,6.6,449
8570,20-107-F,2020,Bouazizi,Bouazizi,Bouazizi,,Fiction,Drama,Inelegible,Withdrawal Producer,1,0,1005195.0,,['Lotfy Nathan'],8570,"[346059.0, 187817.0, 471319.0]","[33838, 35994, 47143]","['DE ', 'TN ', 'FR ']","['Germany', 'Tunisia', 'France']","[0.34427, 0.18685, 0.46888]","[2, 3, 1]","['Minority', 'Minority', 'Majority']",336742,Harka,Harka,Lotfy Nathan,2022,1.0,18582,tt9317274,6.6,428
8571,20-108-F,2020,Crossing,,Crossing,,Fiction,Drama,Inelegible,Withdrawal Producer,1,0,1954663.0,,['Jacqueline Van Vugt'],8571,"[577763.0, 1376900.0]","[16163, 36082]","['BE ', 'NL ']","['Belgium', 'Netherlands']","[0.29558, 0.70442]","[2, 1]","['Minority', 'Majority']",256993,Traverser,After the Crossing,Joël Akafou,2020,0.95,2117,tt11803676,6.9,17
8574,20-111-F,2020,All Russians love Birch Trees (Der Russe ist einer der Birken liebt),,All Russians Love Birch Trees,2020-07-03,Fiction,Drama,Rejected,Eligible,0,1,3047015.0,,['Pola Beck'],8574,"[2343224.0, 703791.0]","[27260, 35806]","['DE ', 'BE ']","['Germany', 'Belgium']","[0.76902, 0.23098]","[1, 2]","['Majority', 'Minority']",335060,"Der Russe ist einer, der Birken liebt",All Russians Love Birch Trees,Pola Schirin Beck,2022,1.0,16410,tt12922858,6.2,115
8575,20-112-F,2020,Monte Verità,Monte Verità,Monte Verità,2020-07-03,Fiction,Drama,Rejected,Eligible,0,0,6237223.0,,['Stefan Jäger'],8575,"[1490229.0, 1283514.0, 3463480.0]","[9796, 22966, 35978]","['AT ', 'DE ', 'CH ']","['Austria', 'Germany', 'Switzerland']","[0.23893, 0.20578, 0.55529]","[2, 3, 1]","['Minority', 'Minority', 'Majority']",93188,Monte Verità,Monte Verità,Stefan Jäger,2021,1.0,60879,tt12927920,5.6,162
8576,20-113-F,2020,Rabiye Kurnaz vs. George W. Bush (Kurnaz gegen George W. Bush),Rabiye Kurnaz contre George W. Bush,Rabiye Kurnaz vs. George W. Bush,2020-07-03,Fiction,Drama,Rejected,Eligible,0,0,7259866.0,,['Andreas Dresen'],8576,"[6497616.0, 762250.0]","[13750, 18905]","['DE ', 'FR ']","['Germany', 'France']","[0.895, 0.105]","[1, 2]","['Majority', 'Minority']",330086,Rabiye,Rabiye Kurnaz gegen George W. Bush,Andreas Dresen,2022,0.95,189534,tt13471738,6.8,1312
8577,20-114-C,2020,Good Life,,Good Life,2020-07-03,Documentary,Drama,Supported,Eligible,0,1,297755.0,,"['Marta Dauliute', 'Viktorija Siaulyte']",8577,"[50550.0, 182332.0, 46300.0]","[40032, 47093, 47094]","['LT ', 'SE ', 'FI ']","['Lithuania', 'Sweden', 'Finland']","[0.16977, 0.61236, 0.1555]","[3, 2, 5]","['Minority', 'Minority', 'Minority']",350416,Good Life,Good Life,"Marta Dauliute, Viktorija Siaulyte",2022,1.0,40,tt17537828,7.2,25
8578,20-115-F,2020,Entre la vie et la mort,Entre la vie et la mort,Between Life and Death,2020-07-03,Fiction,Thriller,Supported,Eligible,1,0,3951877.0,,['Giordano Gederlini'],8578,"[1345288.0, 2531289.0, 718937.0]","[22947, 24313, 44201]","['FR ', 'BE ', 'ES ']","['France', 'Belgium', 'Spain']","[0.34042, 0.64053, 0.18192]","[4, 1, 7]","['Minority', 'Majority', 'Minority']",288228,Entre la vie et la mort,Entre la vie et la mort,Giordano Gederlini,2022,1.0,75016,tt12819094,5.7,666
8579,20-116-C,2020,Young Plato,,Young Plato,2020-07-03,Documentary,Drama,Supported,Eligible,0,0,725229.0,,['Neasa Ni Chianain'],8579,"[199251.0, 570991.0, 215605.0]","[31402, 41416, 47135]","['BE ', 'IE ', 'UK ']","['Belgium', 'Ireland', 'United Kingdom']","[0.27474, 0.78733, 0.29729]","[8, 1, 5]","['Minority', 'Majority', 'Minority']",258024,Young Plato,Young Plato,"Declan McGrath, Neasa Ní Chianáin",2021,1.0,3236,tt14683452,7.9,410
8580,20-117-F,2020,"Beautiful Beings (ex. Chicken Boy, orig. Berdreymi)",Le souffre-douleur,Beautiful Beings (ex-Chicken Boy),2020-07-03,Fiction,Drama,Supported,Eligible,0,1,2332174.0,,['Gudmundur Arnar Gudmundsson'],8580,"[277083.0, 277123.0, 276975.0, 1460434.0, 472090.0]","[245, 16885, 29495, 33817, 47069]","['CZ ', 'SE ', 'NL ', 'IS ', 'DK ']","['Czech Republic', 'Sweden', 'Netherlands', 'Iceland', 'Denmark']","[0.11881, 0.11883, 0.11876, 0.62621, 0.20242]","[8, 7, 9, 2, 4]","['Minority', 'Minority', 'Minority', 'Minority', 'Minority']",330077,Berdreymi,Berdreymi,Guðmundur Arnar Guðmundsson,2022,1.0,38606,tt13845660,7.4,2491
8581,20-118-F,2020,Coeurs Vaillants,Coeurs Vaillants,Valiant Hearts,2020-07-03,Fiction,Drama,Rejected,Eligible,0,0,4487911.0,,['Mona Achache'],8581,"[1580242.0, 2907669.0]","[16380, 28099]","['BE ', 'FR ']","['Belgium', 'France']","[0.35211, 0.64789]","[2, 1]","['Minority', 'Majority']",256965,Coeurs vaillants,Valiant Hearts,Mona Achache,2021,1.0,33718,tt15289702,5.6,93
8583,20-120-F,2020,L'enfant caché,L'enfant caché,The Hidden Child,2020-07-03,Fiction,Comedy,Rejected,Eligible,0,1,6058854.0,,['Nicolas Steil'],8583,"[3513606.0, 610000.0, 1935248.0]","[164, 22619, 28149]","['LU ', 'FR ', 'BE ']","['Luxembourg', 'France', 'Belgium']","[0.57991, 0.10068, 0.31941]","[1, 3, 2]","['Majority', 'Minority', 'Minority']",257051,Le chemin du bonheur,Le chemin du bonheur,Nicolas Steil,2021,1.0,12089,tt12970142,5.6,44
8584,20-121-F,2020,The Forger (Der Passfälscher),-,The Forger,,Fiction,Drama,Inelegible,Withdrawal Producer,0,0,3885864.0,,['Maggie  Peren'],8584,"[1192400.0, 2693464.0]","[28542, 47430]","['LU ', 'DE ']","['Luxembourg', 'Germany']","[0.30686, 0.69314]","[2, 1]","['Minority', 'Majority']",334587,Der Passfälscher,Der Passfälscher,Maggie Peren,2022,0.95,80537,tt15403362,6.2,1276
8584,20-121-F,2020,The Forger (Der Passfälscher),,The Forger,,Fiction,Drama,Inelegible,Withdrawal Producer,0,0,3885864.0,,['Maggie  Peren'],8584,"[1192400.0, 2693464.0]","[28542, 47430]","['LU ', 'DE ']","['Luxembourg', 'Germany']","[0.30686, 0.69314]","[2, 1]","['Minority', 'Majority']",334587,Der Passfälscher,Der Passfälscher,Maggie Peren,2022,0.95,80537,tt15403362,6.2,1276
8585,20-122-F,2020,FALCON LAKE,FALCON LAKE,Falcon Lake,,Fiction,Drama,Inelegible,Withdrawal Producer,1,0,1934251.0,,['Charlotte Le Bon'],8585,"[813488.0, 1120763.0]","[42064, 47346]","['CA ', 'FR ']","['Canada', 'France']","[0.42057, 0.57943]","[2, 1]","['Minority', 'Majority']",336739,Falcon Lake,Falcon Lake,Charlotte Le Bon,2022,1.0,45942,tt11448830,7.1,2735
8587,20-124-F,2020,The Cow Who Sang A Song Into The Future (ex The Cow That Sang A Song About The Future) (La Vaca que canto una cancion sobre el futuro),La vache qui chantait une chanson dans le futur,The Cow Who Sang A Song Into The Future,2020-07-03,Fiction,Drama,Supported,Eligible,1,0,896788.0,,['Francisca Alegria'],8587,"[507550.0, 403429.0, 390430.0]","[18905, 25407, 35299]","['FR ', 'DE ', 'CL ']","['France', 'Germany', 'Chile']","[0.56596, 0.44986, 0.43536]","[2, 6, 7]","['Minority', 'Minority', 'Minority']",356598,La vaca que cantó una canción hacia el futuro,The Cow Who Sang a Song Into the Future,Francisca Alegria,2022,1.0,2037,tt10360808,5.9,376
8588,20-125-F,2020,Another World (Un Mondo in Piu),Au Nouveau Monde,Another World,,Fiction,Drama,Inelegible,Withdrawal Producer,1,0,1223500.0,,['Luigi Pane'],8588,"[122350.0, 978800.0, 122350.0]","[34115, 46444, 47124]","['AL ', 'IT ', 'FR ']","['Albania', 'Italy', 'France']","[0.1, 0.8, 0.1]","[2, 1, 2]","['Minority', 'Majority', 'Minority']",334802,Un mondo in più,Another World,Luigi Pane,2021,1.0,2801,tt12985938,-1.0,-1
8589,20-126-F,2020,The Literature Professor (El profesor de Literatura),Le Professeur de Lettres,The Literature Professor,2020-07-03,Fiction,Drama,Rejected,Eligible,0,0,1434793.0,,['Diego Lerman'],8589,"[430438.0, 1004355.0]","[22028, 44085]","['IT ', 'AR ']","['Italy', 'Argentina']","[0.3, 0.7]","[2, 1]","['Minority', 'Majority']",335337,El suplente,El suplente,Diego Lerman,2022,1.0,12996,tt15941636,6.3,1378
8590,20-127-F,2020,Victim (Obet),La Victime,Victim,2020-07-03,Fiction,Drama,Supported,Eligible,1,0,1376534.0,,['Michal Blaško'],8590,"[545530.0, 616518.0, 327118.0]","[39101, 39740, 44551]","['SK ', 'CZ ', 'DE ']","['Slovakia', 'Czech Republic', 'Germany']","[0.39631, 0.44788, 0.23764]","[6, 2, 9]","['Minority', 'Minority', 'Minority']",334909,Obet',Victim,Michal Blasko,2022,1.0,4443,tt10687052,6.6,257
8591,20-128-F,2020,Mira,Mira,Mira,,Fiction,Drama,Inelegible,Withdrawal Producer,0,0,1500851.0,,['Anna Jadowska'],8591,"[300606.0, 1012685.0, 187560.0]","[17803, 23051, 47163]","['SE ', 'PL ', 'FR ']","['Sweden', 'Poland', 'France']","[0.20029, 0.67474, 0.12497]","[2, 1, 3]","['Minority', 'Majority', 'Minority']",337051,Woman on the Roof,Woman on the Roof,Anna Jadowska,2022,1.0,10438,tt15257818,6.5,312
8592,20-129-F,2020,Venice,Venice,Venice,2020-07-03,Fiction,Drama,Rejected,Eligible,0,1,876892.0,,['Rusudan Chkonia'],8592,"[138344.0, 307369.0, 431179.0]","[43539, 45342, 47402]","['RU ', 'CH ', 'GE ']","['Russia', 'Switzerland', 'Georgia']","[0.15777, 0.35052, 0.49171]","[3, 2, 1]","['Minority', 'Minority', 'Majority']",92719,Welcome Venice,Welcome Venice,Andrea Segre,2021,0.95,53899,tt15135914,6.8,205
8593,20-130-F,2020,The Tiger's Nest,,The Tiger's Nest,2020-07-03,Fiction,Children/Family,Rejected,Eligible,0,1,6293336.0,,['Brando Quilici'],8593,"[3988430.0, 2304906.0]","[47294, 47595]","['IT ', 'CA ']","['Italy', 'Canada']","[0.63375, 0.36625]","[1, 2]","['Majority', 'Minority']",334642,Ta'igara: An adventure in the Himalayas,The Tiger's Nest,Brando Quilici,2022,1.0,255400,tt7527028,5.7,464
8594,20-131-F,2020,Disco Boy,Disco Boy,Disco Boy,2020-07-03,Fiction,Drama,Supported,Eligible,0,0,2574988.0,,['Giacomo Abbruzzese'],8594,"[364600.0, 305202.0, 716251.0, 2493541.0]","[18945, 23051, 31732, 47037]","['BE ', 'PL ', 'IT ', 'FR ']","['Belgium', 'Poland', 'Italy', 'France']","[0.14159, 0.11853, 0.27816, 0.96837]","[7, 9, 4, 1]","['Minority', 'Minority', 'Minority', 'Majority']",366893,Disco Boy,Disco Boy,Giacomo Abbruzzese,2023,1.0,54545,tt22180518,6.4,1312
8595,20-132-F,2020,The Nightsiren (Svetlonoc),Les Veilleuses,The Nightsiren,2020-07-03,Fiction,Drama,Supported,Eligible,0,1,1610000.0,,['Tereza Nvotova'],8595,"[712300.0, 1007233.0, 165600.0]","[28907, 36272, 47147]","['CZ ', 'SK ', 'FR ']","['Czech Republic', 'Slovakia', 'France']","[0.44242, 0.62561, 0.10286]","[4, 1, 8]","['Minority', 'Majority', 'Minority']",334924,Nightsiren,The Nightsiren,Tereza Nvotová,2022,1.0,17262,tt10334222,6.0,810
8606,20-136-F,2020,Convenience Store (ex-Snow is Falling Up),La Neige Monte au Ciel (titre provisoire - Supérette 24h/24),Convenience Store (ex- Snow is Falling Up),2020-10-15,Fiction,Drama,Supported,Eligible,0,0,600000.0,,['Michael Borodin'],8606,"[94436.0, 440672.0, 94436.0]","[25250, 26686, 48040]","['SI ', 'RU ', 'TR ']","['Slovenia', 'Russia', 'Türkiye']","[0.15739, 0.73445, 0.15739]","[3, 1, 3]","['Minority', 'Majority', 'Minority']",457166,Produkty 24,Produkty 24,Michael Borodin,2022,1.0,237,tt17079178,6.2,199
8608,20-138-F,2020,About Dry Grasses (ex On Barren Weeds),Les Herbes Sèches,About Dry Grasses (ex On Barren Weeds),2020-10-15,Fiction,Drama,Supported,Eligible,0,0,3411990.0,,['Nuri Bilge Ceylan'],8608,"[918953.0, 430879.0, 2315916.0, 441910.0]","[222, 16385, 17935, 23467]","['FR ', 'SE ', 'TR ', 'DE ']","['France', 'Sweden', 'Türkiye', 'Germany']","[0.26933, 0.12628, 0.67876, 0.12952]","[4, 6, 1, 5]","['Minority', 'Minority', 'Majority', 'Minority']",441377,Kuru Otlar Üstüne,Les herbes sèches,Nuri Bilge Ceylan,2023,1.0,489311,tt13231544,7.8,12781
8611,20-141-C,2020,The Lost Souls of Syria (ex-Wanderers in Darkness) (Les Suppliciés),Les Suppliciés,The Lost Souls of Syria (ex-Wanderers in Darkness),2020-10-15,Documentary,Drama,Supported,Eligible,1,0,840020.0,,['Stéphane Malterre'],8611,"[513162.0, 287773.0]","[188, 32124]","['FR ', 'DE ']","['France', 'Germany']","[0.61089, 0.34258]","[4, 5]","['Minority', 'Minority']",366995,Les âmes perdues,Les âmes perdues,"Garance Le Caisne, Stéphane Malterre",2023,1.0,5103,tt24514040,7.7,19
8612,20-142-F,2020,Koza Nostra,,Koza Nostra,,Fiction,Comedy,Inelegible,Withdrawal Producer,1,0,3411909.0,,['Giovanni Dota'],8612,"[2729527.0, 682382.0]","[47092, 47127]","['IT ', 'UA ']","['Italy', 'Ukraine']","[0.8, 0.2]","[1, 2]","['Majority', 'Minority']",288047,Koza Nostra,Koza Nostra,Giovanni Dota,2022,1.0,2355,tt15738080,6.6,178
8613,20-143-C,2020,Iraq's Invisible Beauty,,Iraq's Invisible Beauty,2020-10-15,Documentary,Drama,Supported,Eligible,0,1,773059.0,,['Sahim Omar Kalifa'],8613,"[545139.0, 227920.0]","[47141, 47171]","['BE ', 'FR ']","['Belgium', 'France']","[0.70517, 0.29483]","[1, 2]","['Majority', 'Minority']",339977,Iraq's Invisible Beauty,Iraq's Invisible Beauty,Sahim Omar Kalifa,2023,1.0,1036,tt9234514,7.8,57
8614,20-144-F,2020,Klondike,Le Klondike,The Klondike,2020-10-15,Fiction,Drama,Rejected,Eligible,0,0,1180785.0,,['Maryna Gorbach'],8614,"[885589.0, 295196.0]","[47769, 47806]","['UA ', 'TR ']","['Ukraine', 'Türkiye']","[0.75, 0.25]","[1, 2]","['Majority', 'Minority']",335630,Klondaik,Klondike - A Guerra na Ucrânia,Maryna Gorbach,2022,0.95,7962,tt16315948,6.9,1914
8615,20-145-C,2020,An Iranian Woman (Eine iranische Frau),Une femme iranienne (WT),Seven Winters in Tehran (ex-An Iranian Woman (WT)),2020-10-15,Documentary,Drama,Supported,Eligible,1,0,777203.0,,['Steffi Niederzoll'],8615,"[191225.0, 632812.0]","[15158, 35099]","['FR ', 'DE ']","['France', 'Germany']","[0.24604, 0.81422]","[4, 1]","['Minority', 'Majority']",367152,Sieben Winter in Teheran,Seven Winters in Tehran,Steffi Niederzoll,2023,0.95,55224,tt26188684,7.7,310
8616,20-146-C,2020,A Thousand Fires,Mille Feux,A Thousand Fires,2020-10-15,Documentary,Drama,Rejected,Eligible,0,1,629490.0,,['Saeed Taji Farouky'],8616,"[323990.0, 103525.0, 201975.0]","[21493, 42002, 45342]","['FR ', 'NL ', 'CH ']","['France', 'Netherlands', 'Switzerland']","[0.51469, 0.16446, 0.32085]","[1, 3, 2]","['Majority', 'Minority', 'Minority']",287312,A Thousand Fires,Mille feux,Saeed Taji Farouky,2021,1.0,623,tt14868480,7.2,55
8617,20-147-F,2020,Sleepwalkers (Somnambulii),Les Somnambules,Sleepwalkers,,Fiction,Comedy,Inelegible,Withdrawal Producer,0,0,1123653.0,,['Radu Jude'],8617,"[141326.0, 234928.0, 122786.0, 624613.0]","[17003, 18230, 23977, 33098]","['CZ ', 'LU ', 'HR ', 'RO ']","['Czech Republic', 'Luxembourg', 'Croatia', 'Romania']","[0.12577, 0.20908, 0.10927, 0.55588]","[3, 2, 4, 1]","['Minority', 'Minority', 'Minority', 'Majority']",92618,Babardeala cu bucluc sau porno balamuc,Babardeala cu bucluc sau porno balamuc,Radu Jude,2021,1.0,94409,tt14033502,6.5,10626
8618,20-148-F,2020,Dodo (Ntonto),DODO,DODO,2020-10-15,Fiction,Comedy,Supported,Eligible,0,0,2299662.0,,['Panos Koutras H.'],8618,"[322022.0, 964708.0, 1657310.0]","[325, 17723, 28762]","['BE ', 'FR ', 'GR ']","['Belgium', 'France', 'Greece']","[0.14003, 0.4195, 0.72068]","[8, 5, 1]","['Minority', 'Minority', 'Majority']",334696,Dodo,Dodo,Panos Koutras,2022,1.0,23677,tt16310962,5.4,347
8619,20-149-F,2020,The Fox (Der Fuchs),Le Renard,The Fox,,Fiction,Drama,Inelegible,Withdrawal Secretariat,0,0,2533200.0,,['Matthias Luthardt'],8619,"[1133669.0, 1399531.0]","[14449, 34078]","['DE ', 'FR ']","['Germany', 'France']","[0.44752, 0.55248]","[2, 1]","['Minority', 'Majority']",441695,Luise,Luise,Matthias Luthardt,2023,1.0,4540,tt2822034,6.8,59
8620,20-150-C (U),2020,Kapr Code (Kapr),Le Code Kapr,Kapr Code,2020-10-15,Documentary,Drama,Rejected,Eligible,0,1,211749.0,,['Lucie Kralova'],8620,"[151745.0, 60004.0]","[47150, 47961]","['CZ ', 'SK ']","['Czech Republic', 'Slovakia']","[0.71663, 0.28337]","[1, 2]","['Majority', 'Minority']",350916,Kapr Code,Kapr Code,Lucie Králová,2022,0.95,1231,tt11319320,6.7,19
8621,20-151-F,2020,16 ans,16 ANS,16 years old,2020-10-15,Fiction,Drama,Rejected,Eligible,0,0,5262745.0,,['Philippe Lioret'],8621,"[555000.0, 4707745.0]","[39326, 45187]","['BE ', 'FR ']","['Belgium', 'France']","[0.10546, 0.89454]","[2, 1]","['Minority', 'Majority']",357018,16 ans,16 ans,Philippe Lioret,2022,1.0,78640,tt12478488,6.5,125
8622,20-152-F,2020,Inner Cage (From Inside),De l'Interieur,From Inside,2020-10-15,Fiction,Drama,Supported,Eligible,0,0,4100000.0,,['Leonardo Di Costanzo'],8622,"[860000.0, 585000.0, 3440000.0]","[18, 17046, 23999]","['CH ', 'FR ', 'IT ']","['Switzerland', 'France', 'Italy']","[0.20976, 0.14268, 0.83902]","[4, 6, 2]","['Minority', 'Minority', 'Minority']",92708,Ariaferma,Ariaferma,Leonardo di Costanzo,2021,1.0,154302,tt12744120,7.0,1756
8623,20-153-F,2020,January (Janvaris),Janvier,January,2020-10-15,Fiction,Drama,Supported,Eligible,0,0,1450995.0,,['Viesturs Kairišs'],8623,"[940986.0, 137400.0, 285956.0]","[30295, 33325, 40749]","['LV ', 'PL ', 'LT ']","['Latvia', 'Poland', 'Lithuania']","[0.64851, 0.09469, 0.19708]","[2, 7, 4]","['Minority', 'Minority', 'Minority']",336332,January,January,Viesturs Kairiss,2022,1.0,46824,tt14326086,6.5,457
8624,20-154-F,2020,ChickenHare and the Hamster of Darkness,,ChickenHare and the Hamster of Darkness,2020-10-15,Animation,Drama,Rejected,Eligible,0,0,17974000.0,,"['Benjamin Mousquet', 'Ben Stassen']",8624,"[14785000.0, 3189000.0]","[44781, 46744]","['BE ', 'FR ']","['Belgium', 'France']","[0.82258, 0.17742]","[1, 2]","['Majority', 'Minority']",257876,Hopper et le hamster des ténèbres,Chickenhare and the Hamster of Darkness,"Ben Stassen, Benjamin Mousquet",2022,1.0,1427400,tt12532368,6.3,2546
8625,20-155-F,2020,Just So-o Easy Going (Så jävla easy going),Grave Cool (working title),Just So-o Easy Going,2020-10-15,Fiction,Comedy,Rejected,Eligible,1,0,2152987.0,,['Christoffer Sandler'],8625,"[215299.0, 1937688.0]","[29595, 29725]","['NO ', 'SE ']","['Norway', 'Sweden']","[0.1, 0.9]","[2, 1]","['Minority', 'Majority']",287653,Så jävla easy going,Så jävla easy going,Christoffer Sandler,2022,0.95,10091,tt13817770,6.6,959
